"Trial"	"RiskType"	"RewardType"	"ResponseType"	"Reward"	"Shock"	"SubjID"
24	2	2	1	0.49	1	9
25	2	2	0	0.57	0	9
26	2	1	1	0.22	1	9
27	1	2	0	0.4	1	9
28	2	1	0	0.27	1	9
29	1	3	0	0.88	0	9
30	3	1	0	0.09	1	9
31	3	2	1	0.44	1	9
32	3	3	0	0.95	1	9
33	2	3	0	0.75	1	9
34	2	1	0	0.06	1	9
35	2	3	0	0.83	0	9
36	1	3	0	0.66	0	9
37	3	3	0	0.84	1	9
39	3	1	0	0.2	1	9
40	3	2	0	0.41	1	9
41	1	2	0	0.59	0	9
42	1	3	0	0.85	0	9
43	3	3	1	0.92	1	9
44	2	3	0	0.8	0	9
45	1	2	0	0.37	0	9
46	1	3	1	0.8	1	9
47	2	2	0	0.62	0	9
48	2	1	0	0.11	1	9
49	3	2	0	0.5	1	9
50	3	2	0	0.63	1	9
51	2	3	0	0.89	0	9
53	2	1	1	0.19	1	9
54	2	2	0	0.46	0	9
55	3	1	0	0.07	0	9
56	3	2	1	0.55	1	9
57	2	3	0	0.67	1	9
58	2	1	0	0.25	0	9
59	3	1	0	0.28	1	9
60	1	1	0	0.32	0	9
61	3	3	0	0.68	1	9
62	1	1	0	0.07	0	9
63	2	2	0	0.54	1	9
64	2	3	0	0.75	1	9
65	1	1	0	0.23	0	9
66	1	2	0	0.5	0	9
67	3	1	0	0.14	1	9
68	2	1	0	0.32	0	9
70	2	2	0	0.38	1	9
72	1	1	1	0.16	0	9
73	3	2	0	0.39	1	9
74	2	1	0	0.24	1	9
75	2	3	0	0.86	0	9
76	1	2	0	0.56	0	9
77	3	3	0	0.81	1	9
78	2	3	0	0.94	0	9
79	2	2	0	0.51	1	9
80	3	1	0	0.33	1	9
81	1	2	0	0.42	0	9
82	1	3	0	0.69	0	9
83	2	3	0	0.72	0	9
84	1	1	0	0.12	0	9
85	3	2	0	0.55	1	9
86	1	1	0	0.21	0	9
87	3	2	0	0.47	1	9
88	3	1	0	0.12	1	9
89	2	1	0	0.17	1	9
91	1	1	0	0.05	0	9
92	1	3	0	0.85	0	9
93	1	1	0	0.29	0	9
94	1	3	0	0.77	1	9
95	3	1	0	0.17	1	9
96	2	3	0	0.78	1	9
97	2	2	0	0.43	1	9
98	3	3	0	0.65	1	9
99	3	3	0	0.73	0	9
100	2	1	0	0.3	0	9
101	1	3	0	0.9	0	9
102	3	1	0	0.26	1	9
103	1	2	0	0.48	0	9
104	2	1	0	0.08	0	9
105	3	3	0	0.9	1	9
106	2	2	0	0.6	1	9
107	2	2	0	0.35	0	9
108	3	2	0	0.6	1	9
1	1	2	1	0.53	0	10
2	2	1	1	0.13	0	10
3	2	3	1	0.91	1	10
4	3	1	0	0.15	1	10
5	1	2	1	0.61	0	10
6	3	1	0	0.31	1	10
7	3	3	1	0.79	1	10
8	1	1	1	0.1	0	10
9	3	2	1	0.58	1	10
10	3	2	0	0.36	1	10
11	1	3	1	0.82	0	10
12	3	1	1	0.22	1	10
13	3	3	1	0.87	0	10
14	1	2	1	0.45	0	10
15	2	3	1	0.7	0	10
16	1	1	1	0.27	0	10
17	2	2	1	0.4	0	10
18	1	1	1	0.18	0	10
19	1	3	1	0.74	0	10
20	3	2	1	0.52	1	10
21	1	1	1	0.34	0	10
22	3	3	1	0.7	1	10
23	2	2	1	0.65	0	10
24	2	2	1	0.49	1	10
25	2	2	1	0.57	0	10
26	2	1	1	0.22	1	10
27	1	2	1	0.4	1	10
28	2	1	0	0.27	1	10
29	1	3	1	0.88	0	10
30	3	1	1	0.09	1	10
31	3	2	1	0.44	1	10
32	3	3	1	0.95	1	10
33	2	3	1	0.75	1	10
34	2	1	1	0.06	1	10
35	2	3	1	0.83	0	10
36	1	3	0	0.66	0	10
37	3	3	1	0.84	1	10
38	1	3	1	0.93	0	10
39	3	1	0	0.2	1	10
40	3	2	1	0.41	1	10
41	1	2	1	0.59	0	10
42	1	3	1	0.85	0	10
43	3	3	1	0.92	1	10
44	2	3	1	0.8	0	10
45	1	2	1	0.37	0	10
46	1	3	1	0.8	1	10
47	2	2	1	0.62	0	10
48	2	1	0	0.11	1	10
49	3	2	0	0.5	1	10
50	3	2	1	0.63	1	10
51	2	3	1	0.89	0	10
52	1	3	1	0.71	0	10
53	2	1	0	0.19	1	10
54	2	2	1	0.46	0	10
55	3	1	0	0.07	0	10
56	3	2	0	0.55	1	10
57	2	3	1	0.67	1	10
58	2	1	1	0.25	0	10
59	3	1	0	0.28	1	10
60	1	1	1	0.32	0	10
61	3	3	1	0.68	1	10
62	1	1	1	0.07	0	10
63	2	2	1	0.54	1	10
64	2	3	1	0.75	1	10
65	1	1	0	0.23	0	10
66	1	2	1	0.5	0	10
67	3	1	1	0.14	1	10
68	2	1	1	0.32	0	10
69	1	2	1	0.45	0	10
70	2	2	1	0.38	1	10
71	3	3	1	0.76	1	10
72	1	1	1	0.16	0	10
73	3	2	1	0.39	1	10
74	2	1	1	0.24	1	10
75	2	3	1	0.86	0	10
76	1	2	1	0.56	0	10
77	3	3	1	0.81	1	10
78	2	3	1	0.94	0	10
79	2	2	1	0.51	1	10
80	3	1	0	0.33	1	10
81	1	2	1	0.42	0	10
82	1	3	1	0.69	0	10
83	2	3	1	0.72	0	10
84	1	1	1	0.12	0	10
85	3	2	1	0.55	1	10
86	1	1	1	0.21	0	10
87	3	2	1	0.47	1	10
88	3	1	1	0.12	1	10
89	2	1	1	0.17	1	10
90	1	2	1	0.64	0	10
91	1	1	1	0.05	0	10
92	1	3	1	0.85	0	10
93	1	1	1	0.29	0	10
94	1	3	1	0.77	1	10
95	3	1	0	0.17	1	10
96	2	3	1	0.78	1	10
97	2	2	1	0.43	1	10
98	3	3	1	0.65	1	10
99	3	3	1	0.73	0	10
100	2	1	1	0.3	0	10
101	1	3	1	0.9	0	10
102	3	1	0	0.26	1	10
103	1	2	1	0.48	0	10
104	2	1	1	0.08	0	10
105	3	3	1	0.9	1	10
106	2	2	1	0.6	1	10
107	2	2	0	0.35	0	10
108	3	2	1	0.6	1	10
1	1	2	1	0.53	0	11
2	2	1	0	0.13	0	11
3	2	3	1	0.91	1	11
4	3	1	0	0.15	1	11
5	1	2	1	0.61	0	11
6	3	1	0	0.31	1	11
7	3	3	1	0.79	1	11
8	1	1	1	0.1	0	11
9	3	2	0	0.58	1	11
10	3	2	0	0.36	1	11
11	1	3	1	0.82	0	11
12	3	1	0	0.22	1	11
13	3	3	0	0.87	0	11
14	1	2	1	0.45	0	11
15	2	3	1	0.7	0	11
16	1	1	1	0.27	0	11
17	2	2	0	0.4	0	11
18	1	1	1	0.18	0	11
19	1	3	1	0.74	0	11
20	3	2	0	0.52	1	11
21	1	1	1	0.34	0	11
22	3	3	1	0.7	1	11
23	2	2	1	0.65	0	11
24	2	2	0	0.49	1	11
25	2	2	1	0.57	0	11
26	2	1	0	0.22	1	11
27	1	2	1	0.4	1	11
28	2	1	0	0.27	1	11
29	1	3	1	0.88	0	11
30	3	1	0	0.09	1	11
31	3	2	0	0.44	1	11
32	3	3	1	0.95	1	11
33	2	3	1	0.75	1	11
34	2	1	0	0.06	1	11
35	2	3	1	0.83	0	11
36	1	3	1	0.66	0	11
37	3	3	1	0.84	1	11
38	1	3	1	0.93	0	11
39	3	1	0	0.2	1	11
40	3	2	0	0.41	1	11
41	1	2	1	0.59	0	11
42	1	3	1	0.85	0	11
43	3	3	1	0.92	1	11
44	2	3	1	0.8	0	11
45	1	2	1	0.37	0	11
46	1	3	1	0.8	1	11
47	2	2	1	0.62	0	11
48	2	1	0	0.11	1	11
49	3	2	0	0.5	1	11
50	3	2	0	0.63	1	11
51	2	3	1	0.89	0	11
52	1	3	1	0.71	0	11
53	2	1	0	0.19	1	11
54	2	2	1	0.46	0	11
55	3	1	0	0.07	0	11
56	3	2	0	0.55	1	11
57	2	3	1	0.67	1	11
58	2	1	0	0.25	0	11
59	3	1	0	0.28	1	11
60	1	1	1	0.32	0	11
61	3	3	1	0.68	1	11
62	1	1	0	0.07	0	11
63	2	2	0	0.54	1	11
64	2	3	1	0.75	1	11
65	1	1	0	0.23	0	11
66	1	2	1	0.5	0	11
67	3	1	0	0.14	1	11
68	2	1	0	0.32	0	11
69	1	2	1	0.45	0	11
70	2	2	0	0.38	1	11
71	3	3	0	0.76	1	11
72	1	1	0	0.16	0	11
73	3	2	0	0.39	1	11
74	2	1	0	0.24	1	11
75	2	3	1	0.86	0	11
76	1	2	1	0.56	0	11
77	3	3	0	0.81	1	11
78	2	3	1	0.94	0	11
79	2	2	1	0.51	1	11
80	3	1	0	0.33	1	11
81	1	2	1	0.42	0	11
82	1	3	1	0.69	0	11
83	2	3	1	0.72	0	11
84	1	1	0	0.12	0	11
85	3	2	0	0.55	1	11
86	1	1	1	0.21	0	11
87	3	2	0	0.47	1	11
88	3	1	0	0.12	1	11
89	2	1	0	0.17	1	11
90	1	2	1	0.64	0	11
91	1	1	1	0.05	0	11
92	1	3	1	0.85	0	11
93	1	1	1	0.29	0	11
94	1	3	1	0.77	1	11
95	3	1	0	0.17	1	11
96	2	3	1	0.78	1	11
97	2	2	1	0.43	1	11
98	3	3	1	0.65	1	11
99	3	3	0	0.73	0	11
100	2	1	0	0.3	0	11
101	1	3	1	0.9	0	11
102	3	1	0	0.26	1	11
103	1	2	1	0.48	0	11
104	2	1	1	0.08	0	11
105	3	3	1	0.9	1	11
106	2	2	1	0.6	1	11
107	2	2	0	0.35	0	11
108	3	2	0	0.6	1	11
1	1	2	1	0.53	0	12
2	2	1	1	0.13	0	12
3	2	3	1	0.91	1	12
4	3	1	0	0.15	1	12
5	1	2	1	0.61	0	12
6	3	1	0	0.31	1	12
7	3	3	0	0.79	1	12
8	1	1	1	0.1	0	12
9	3	2	0	0.58	1	12
10	3	2	0	0.36	1	12
11	1	3	1	0.82	0	12
12	3	1	0	0.22	1	12
13	3	3	1	0.87	0	12
14	1	2	1	0.45	0	12
15	2	3	1	0.7	0	12
16	1	1	1	0.27	0	12
17	2	2	1	0.4	0	12
18	1	1	1	0.18	0	12
19	1	3	1	0.74	0	12
20	3	2	0	0.52	1	12
21	1	1	1	0.34	0	12
22	3	3	1	0.7	1	12
23	2	2	1	0.65	0	12
24	2	2	1	0.49	1	12
25	2	2	1	0.57	0	12
26	2	1	1	0.22	1	12
27	1	2	1	0.4	1	12
28	2	1	1	0.27	1	12
29	1	3	1	0.88	0	12
30	3	1	0	0.09	1	12
31	3	2	0	0.44	1	12
32	3	3	0	0.95	1	12
33	2	3	1	0.75	1	12
34	2	1	1	0.06	1	12
35	2	3	1	0.83	0	12
36	1	3	1	0.66	0	12
37	3	3	1	0.84	1	12
38	1	3	1	0.93	0	12
39	3	1	0	0.2	1	12
40	3	2	0	0.41	1	12
41	1	2	1	0.59	0	12
42	1	3	1	0.85	0	12
43	3	3	1	0.92	1	12
44	2	3	1	0.8	0	12
45	1	2	1	0.37	0	12
46	1	3	1	0.8	1	12
47	2	2	1	0.62	0	12
48	2	1	1	0.11	1	12
49	3	2	0	0.5	1	12
50	3	2	0	0.63	1	12
51	2	3	1	0.89	0	12
52	1	3	1	0.71	0	12
53	2	1	1	0.19	1	12
54	2	2	1	0.46	0	12
55	3	1	0	0.07	0	12
56	3	2	0	0.55	1	12
57	2	3	1	0.67	1	12
58	2	1	1	0.25	0	12
59	3	1	0	0.28	1	12
60	1	1	1	0.32	0	12
61	3	3	1	0.68	1	12
62	1	1	1	0.07	0	12
63	2	2	1	0.54	1	12
64	2	3	1	0.75	1	12
65	1	1	1	0.23	0	12
66	1	2	1	0.5	0	12
67	3	1	0	0.14	1	12
68	2	1	1	0.32	0	12
69	1	2	1	0.45	0	12
70	2	2	1	0.38	1	12
71	3	3	0	0.76	1	12
72	1	1	1	0.16	0	12
73	3	2	0	0.39	1	12
74	2	1	1	0.24	1	12
75	2	3	1	0.86	0	12
76	1	2	1	0.56	0	12
77	3	3	0	0.81	1	12
78	2	3	1	0.94	0	12
79	2	2	1	0.51	1	12
80	3	1	0	0.33	1	12
81	1	2	1	0.42	0	12
82	1	3	1	0.69	0	12
83	2	3	1	0.72	0	12
84	1	1	1	0.12	0	12
85	3	2	0	0.55	1	12
86	1	1	1	0.21	0	12
87	3	2	0	0.47	1	12
88	3	1	0	0.12	1	12
89	2	1	1	0.17	1	12
90	1	2	1	0.64	0	12
91	1	1	1	0.05	0	12
92	1	3	1	0.85	0	12
93	1	1	1	0.29	0	12
94	1	3	1	0.77	1	12
95	3	1	0	0.17	1	12
96	2	3	1	0.78	1	12
97	2	2	1	0.43	1	12
98	3	3	0	0.65	1	12
99	3	3	0	0.73	0	12
100	2	1	1	0.3	0	12
101	1	3	1	0.9	0	12
102	3	1	0	0.26	1	12
103	1	2	1	0.48	0	12
104	2	1	1	0.08	0	12
105	3	3	0	0.9	1	12
106	2	2	1	0.6	1	12
107	2	2	1	0.35	0	12
108	3	2	0	0.6	1	12
1	1	2	1	0.53	0	13
2	2	1	0	0.13	0	13
3	2	3	1	0.91	1	13
4	3	1	0	0.15	1	13
5	1	2	1	0.61	0	13
6	3	1	0	0.31	1	13
7	3	3	0	0.79	1	13
8	1	1	1	0.1	0	13
9	3	2	0	0.58	1	13
10	3	2	0	0.36	1	13
11	1	3	1	0.82	0	13
12	3	1	0	0.22	1	13
13	3	3	0	0.87	0	13
14	1	2	1	0.45	0	13
15	2	3	1	0.7	0	13
16	1	1	1	0.27	0	13
17	2	2	1	0.4	0	13
18	1	1	1	0.18	0	13
19	1	3	1	0.74	0	13
20	3	2	0	0.52	1	13
21	1	1	1	0.34	0	13
22	3	3	0	0.7	1	13
23	2	2	1	0.65	0	13
24	2	2	1	0.49	1	13
25	2	2	1	0.57	0	13
26	2	1	1	0.22	1	13
27	1	2	1	0.4	1	13
28	2	1	1	0.27	1	13
29	1	3	1	0.88	0	13
30	3	1	0	0.09	1	13
31	3	2	0	0.44	1	13
32	3	3	0	0.95	1	13
33	2	3	1	0.75	1	13
34	2	1	1	0.06	1	13
35	2	3	1	0.83	0	13
36	1	3	1	0.66	0	13
37	3	3	0	0.84	1	13
38	1	3	1	0.93	0	13
39	3	1	0	0.2	1	13
40	3	2	0	0.41	1	13
41	1	2	1	0.59	0	13
42	1	3	1	0.85	0	13
43	3	3	0	0.92	1	13
44	2	3	1	0.8	0	13
45	1	2	1	0.37	0	13
46	1	3	1	0.8	1	13
47	2	2	1	0.62	0	13
48	2	1	1	0.11	1	13
49	3	2	0	0.5	1	13
50	3	2	0	0.63	1	13
51	2	3	1	0.89	0	13
52	1	3	1	0.71	0	13
53	2	1	1	0.19	1	13
54	2	2	1	0.46	0	13
55	3	1	0	0.07	0	13
56	3	2	0	0.55	1	13
57	2	3	1	0.67	1	13
58	2	1	1	0.25	0	13
59	3	1	0	0.28	1	13
60	1	1	1	0.32	0	13
61	3	3	1	0.68	1	13
62	1	1	1	0.07	0	13
63	2	2	1	0.54	1	13
64	2	3	1	0.75	1	13
65	1	1	1	0.23	0	13
66	1	2	1	0.5	0	13
67	3	1	0	0.14	1	13
68	2	1	0	0.32	0	13
69	1	2	1	0.45	0	13
70	2	2	1	0.38	1	13
71	3	3	0	0.76	1	13
72	1	1	1	0.16	0	13
73	3	2	0	0.39	1	13
74	2	1	1	0.24	1	13
75	2	3	1	0.86	0	13
76	1	2	1	0.56	0	13
77	3	3	1	0.81	1	13
78	2	3	1	0.94	0	13
79	2	2	1	0.51	1	13
80	3	1	0	0.33	1	13
81	1	2	1	0.42	0	13
82	1	3	1	0.69	0	13
83	2	3	1	0.72	0	13
84	1	1	1	0.12	0	13
85	3	2	0	0.55	1	13
86	1	1	1	0.21	0	13
87	3	2	0	0.47	1	13
88	3	1	0	0.12	1	13
89	2	1	1	0.17	1	13
90	1	2	1	0.64	0	13
91	1	1	1	0.05	0	13
92	1	3	1	0.85	0	13
93	1	1	1	0.29	0	13
94	1	3	1	0.77	1	13
95	3	1	0	0.17	1	13
96	2	3	1	0.78	1	13
97	2	2	1	0.43	1	13
98	3	3	0	0.65	1	13
99	3	3	1	0.73	0	13
100	2	1	1	0.3	0	13
101	1	3	1	0.9	0	13
102	3	1	0	0.26	1	13
103	1	2	1	0.48	0	13
104	2	1	1	0.08	0	13
105	3	3	0	0.9	1	13
106	2	2	1	0.6	1	13
107	2	2	1	0.35	0	13
108	3	2	0	0.6	1	13
1	1	2	1	0.53	0	15
2	2	1	0	0.13	0	15
3	2	3	1	0.91	1	15
4	3	1	0	0.15	1	15
5	1	2	1	0.61	0	15
6	3	1	0	0.31	1	15
7	3	3	1	0.79	1	15
8	1	1	1	0.1	0	15
9	3	2	0	0.58	1	15
10	3	2	0	0.36	1	15
11	1	3	1	0.82	0	15
12	3	1	0	0.22	1	15
13	3	3	0	0.87	0	15
14	1	2	1	0.45	0	15
15	2	3	1	0.7	0	15
16	1	1	1	0.27	0	15
17	2	2	1	0.4	0	15
18	1	1	1	0.18	0	15
19	1	3	1	0.74	0	15
20	3	2	0	0.52	1	15
21	1	1	1	0.34	0	15
22	3	3	1	0.7	1	15
23	2	2	0	0.65	0	15
24	2	2	0	0.49	1	15
25	2	2	1	0.57	0	15
26	2	1	1	0.22	1	15
27	1	2	1	0.4	1	15
28	2	1	0	0.27	1	15
29	1	3	1	0.88	0	15
30	3	1	0	0.09	1	15
31	3	2	0	0.44	1	15
32	3	3	1	0.95	1	15
33	2	3	0	0.75	1	15
34	2	1	0	0.06	1	15
35	2	3	1	0.83	0	15
36	1	3	1	0.66	0	15
37	3	3	1	0.84	1	15
38	1	3	1	0.93	0	15
39	3	1	0	0.2	1	15
40	3	2	0	0.41	1	15
41	1	2	1	0.59	0	15
42	1	3	1	0.85	0	15
43	3	3	1	0.92	1	15
44	2	3	1	0.8	0	15
45	1	2	1	0.37	0	15
46	1	3	1	0.8	1	15
47	2	2	1	0.62	0	15
48	2	1	0	0.11	1	15
49	3	2	0	0.5	1	15
50	3	2	1	0.63	1	15
51	2	3	1	0.89	0	15
52	1	3	1	0.71	0	15
53	2	1	0	0.19	1	15
54	2	2	0	0.46	0	15
55	3	1	0	0.07	0	15
56	3	2	0	0.55	1	15
57	2	3	1	0.67	1	15
58	2	1	0	0.25	0	15
59	3	1	0	0.28	1	15
60	1	1	1	0.32	0	15
61	3	3	0	0.68	1	15
62	1	1	1	0.07	0	15
63	2	2	0	0.54	1	15
64	2	3	1	0.75	1	15
65	1	1	1	0.23	0	15
66	1	2	1	0.5	0	15
67	3	1	0	0.14	1	15
68	2	1	0	0.32	0	15
69	1	2	1	0.45	0	15
70	2	2	1	0.38	1	15
71	3	3	1	0.76	1	15
72	1	1	1	0.16	0	15
73	3	2	0	0.39	1	15
74	2	1	0	0.24	1	15
75	2	3	1	0.86	0	15
76	1	2	1	0.56	0	15
77	3	3	0	0.81	1	15
78	2	3	1	0.94	0	15
79	2	2	0	0.51	1	15
80	3	1	0	0.33	1	15
81	1	2	1	0.42	0	15
82	1	3	1	0.69	0	15
83	2	3	1	0.72	0	15
84	1	1	1	0.12	0	15
85	3	2	0	0.55	1	15
86	1	1	1	0.21	0	15
87	3	2	1	0.47	1	15
88	3	1	0	0.12	1	15
89	2	1	0	0.17	1	15
90	1	2	0	0.64	0	15
91	1	1	0	0.05	0	15
92	1	3	1	0.85	0	15
93	1	1	1	0.29	0	15
94	1	3	1	0.77	1	15
95	3	1	0	0.17	1	15
96	2	3	1	0.78	1	15
97	2	2	0	0.43	1	15
98	3	3	0	0.65	1	15
99	3	3	0	0.73	0	15
100	2	1	0	0.3	0	15
101	1	3	1	0.9	0	15
102	3	1	0	0.26	1	15
103	1	2	1	0.48	0	15
104	2	1	0	0.08	0	15
105	3	3	1	0.9	1	15
106	2	2	0	0.6	1	15
107	2	2	0	0.35	0	15
108	3	2	0	0.6	1	15
1	1	2	1	0.53	0	16
2	2	1	0	0.13	0	16
3	2	3	0	0.91	1	16
4	3	1	0	0.15	1	16
5	1	2	1	0.61	0	16
6	3	1	0	0.31	1	16
7	3	3	0	0.79	1	16
8	1	1	1	0.1	0	16
9	3	2	0	0.58	1	16
10	3	2	0	0.36	1	16
11	1	3	1	0.82	0	16
12	3	1	0	0.22	1	16
13	3	3	1	0.87	0	16
14	1	2	1	0.45	0	16
15	2	3	0	0.7	0	16
16	1	1	1	0.27	0	16
17	2	2	1	0.4	0	16
18	1	1	1	0.18	0	16
19	1	3	1	0.74	0	16
20	3	2	0	0.52	1	16
21	1	1	1	0.34	0	16
22	3	3	0	0.7	1	16
23	2	2	0	0.65	0	16
24	2	2	0	0.49	1	16
25	2	2	0	0.57	0	16
26	2	1	0	0.22	1	16
27	1	2	1	0.4	1	16
28	2	1	0	0.27	1	16
29	1	3	1	0.88	0	16
30	3	1	0	0.09	1	16
31	3	2	0	0.44	1	16
32	3	3	0	0.95	1	16
33	2	3	0	0.75	1	16
34	2	1	0	0.06	1	16
35	2	3	1	0.83	0	16
36	1	3	1	0.66	0	16
37	3	3	0	0.84	1	16
38	1	3	1	0.93	0	16
39	3	1	0	0.2	1	16
40	3	2	0	0.41	1	16
41	1	2	1	0.59	0	16
42	1	3	1	0.85	0	16
43	3	3	0	0.92	1	16
44	2	3	0	0.8	0	16
45	1	2	1	0.37	0	16
46	1	3	1	0.8	1	16
47	2	2	0	0.62	0	16
48	2	1	0	0.11	1	16
49	3	2	0	0.5	1	16
50	3	2	0	0.63	1	16
51	2	3	0	0.89	0	16
52	1	3	1	0.71	0	16
53	2	1	0	0.19	1	16
54	2	2	0	0.46	0	16
55	3	1	0	0.07	0	16
56	3	2	0	0.55	1	16
57	2	3	0	0.67	1	16
58	2	1	0	0.25	0	16
59	3	1	0	0.28	1	16
60	1	1	1	0.32	0	16
61	3	3	0	0.68	1	16
62	1	1	1	0.07	0	16
63	2	2	0	0.54	1	16
64	2	3	0	0.75	1	16
65	1	1	1	0.23	0	16
66	1	2	1	0.5	0	16
67	3	1	0	0.14	1	16
68	2	1	0	0.32	0	16
69	1	2	1	0.45	0	16
70	2	2	0	0.38	1	16
71	3	3	1	0.76	1	16
72	1	1	1	0.16	0	16
73	3	2	0	0.39	1	16
74	2	1	0	0.24	1	16
75	2	3	0	0.86	0	16
76	1	2	1	0.56	0	16
77	3	3	1	0.81	1	16
78	2	3	1	0.94	0	16
79	2	2	0	0.51	1	16
80	3	1	0	0.33	1	16
81	1	2	1	0.42	0	16
82	1	3	1	0.69	0	16
83	2	3	0	0.72	0	16
84	1	1	1	0.12	0	16
85	3	2	0	0.55	1	16
86	1	1	1	0.21	0	16
87	3	2	0	0.47	1	16
88	3	1	0	0.12	1	16
89	2	1	0	0.17	1	16
90	1	2	1	0.64	0	16
91	1	1	1	0.05	0	16
92	1	3	1	0.85	0	16
93	1	1	1	0.29	0	16
94	1	3	1	0.77	1	16
95	3	1	0	0.17	1	16
96	2	3	0	0.78	1	16
97	2	2	0	0.43	1	16
98	3	3	0	0.65	1	16
99	3	3	0	0.73	0	16
100	2	1	0	0.3	0	16
101	1	3	1	0.9	0	16
102	3	1	0	0.26	1	16
103	1	2	1	0.48	0	16
104	2	1	0	0.08	0	16
105	3	3	1	0.9	1	16
106	2	2	1	0.6	1	16
108	3	2	0	0.6	1	16
1	1	2	1	0.53	0	17
2	2	1	0	0.13	0	17
3	2	3	1	0.91	1	17
4	3	1	0	0.15	1	17
5	1	2	1	0.61	0	17
6	3	1	0	0.31	1	17
7	3	3	1	0.79	1	17
8	1	1	1	0.1	0	17
9	3	2	0	0.58	1	17
10	3	2	0	0.36	1	17
11	1	3	1	0.82	0	17
12	3	1	0	0.22	1	17
13	3	3	1	0.87	0	17
14	1	2	1	0.45	0	17
15	2	3	1	0.7	0	17
16	1	1	1	0.27	0	17
17	2	2	1	0.4	0	17
18	1	1	1	0.18	0	17
19	1	3	1	0.74	0	17
20	3	2	0	0.52	1	17
21	1	1	1	0.34	0	17
22	3	3	1	0.7	1	17
23	2	2	0	0.65	0	17
24	2	2	1	0.49	1	17
25	2	2	1	0.57	0	17
26	2	1	0	0.22	1	17
27	1	2	0	0.4	1	17
28	2	1	0	0.27	1	17
29	1	3	1	0.88	0	17
30	3	1	0	0.09	1	17
31	3	2	0	0.44	1	17
32	3	3	0	0.95	1	17
33	2	3	1	0.75	1	17
34	2	1	0	0.06	1	17
35	2	3	1	0.83	0	17
36	1	3	1	0.66	0	17
37	3	3	0	0.84	1	17
39	3	1	0	0.2	1	17
40	3	2	0	0.41	1	17
41	1	2	1	0.59	0	17
42	1	3	1	0.85	0	17
43	3	3	1	0.92	1	17
44	2	3	1	0.8	0	17
45	1	2	1	0.37	0	17
46	1	3	1	0.8	1	17
47	2	2	1	0.62	0	17
48	2	1	0	0.11	1	17
49	3	2	0	0.5	1	17
50	3	2	0	0.63	1	17
51	2	3	1	0.89	0	17
52	1	3	1	0.71	0	17
53	2	1	0	0.19	1	17
54	2	2	1	0.46	0	17
55	3	1	0	0.07	0	17
56	3	2	0	0.55	1	17
57	2	3	1	0.67	1	17
58	2	1	1	0.25	0	17
59	3	1	0	0.28	1	17
60	1	1	0	0.32	0	17
61	3	3	0	0.68	1	17
62	1	1	1	0.07	0	17
63	2	2	0	0.54	1	17
64	2	3	1	0.75	1	17
65	1	1	1	0.23	0	17
66	1	2	1	0.5	0	17
67	3	1	0	0.14	1	17
68	2	1	0	0.32	0	17
70	2	2	1	0.38	1	17
71	3	3	0	0.76	1	17
72	1	1	1	0.16	0	17
73	3	2	0	0.39	1	17
74	2	1	0	0.24	1	17
75	2	3	1	0.86	0	17
76	1	2	1	0.56	0	17
77	3	3	1	0.81	1	17
78	2	3	1	0.94	0	17
79	2	2	0	0.51	1	17
80	3	1	0	0.33	1	17
81	1	2	1	0.42	0	17
82	1	3	1	0.69	0	17
83	2	3	1	0.72	0	17
84	1	1	1	0.12	0	17
85	3	2	0	0.55	1	17
86	1	1	0	0.21	0	17
88	3	1	0	0.12	1	17
89	2	1	1	0.17	1	17
90	1	2	1	0.64	0	17
91	1	1	0	0.05	0	17
92	1	3	1	0.85	0	17
93	1	1	1	0.29	0	17
94	1	3	1	0.77	1	17
95	3	1	0	0.17	1	17
96	2	3	1	0.78	1	17
97	2	2	0	0.43	1	17
98	3	3	0	0.65	1	17
99	3	3	0	0.73	0	17
100	2	1	0	0.3	0	17
102	3	1	0	0.26	1	17
103	1	2	1	0.48	0	17
104	2	1	0	0.08	0	17
105	3	3	0	0.9	1	17
106	2	2	0	0.6	1	17
107	2	2	0	0.35	0	17
108	3	2	0	0.6	1	17
1	1	2	1	0.53	0	18
2	2	1	0	0.13	0	18
3	2	3	1	0.91	1	18
4	3	1	0	0.15	1	18
5	1	2	1	0.61	0	18
6	3	1	0	0.31	1	18
7	3	3	1	0.79	1	18
8	1	1	1	0.1	0	18
9	3	2	1	0.58	1	18
10	3	2	0	0.36	1	18
11	1	3	1	0.82	0	18
12	3	1	0	0.22	1	18
13	3	3	1	0.87	0	18
14	1	2	1	0.45	0	18
15	2	3	1	0.7	0	18
16	1	1	1	0.27	0	18
17	2	2	0	0.4	0	18
18	1	1	1	0.18	0	18
19	1	3	1	0.74	0	18
20	3	2	1	0.52	1	18
21	1	1	1	0.34	0	18
22	3	3	1	0.7	1	18
23	2	2	1	0.65	0	18
24	2	2	0	0.49	1	18
25	2	2	1	0.57	0	18
26	2	1	0	0.22	1	18
27	1	2	1	0.4	1	18
28	2	1	0	0.27	1	18
29	1	3	1	0.88	0	18
30	3	1	0	0.09	1	18
31	3	2	1	0.44	1	18
32	3	3	1	0.95	1	18
33	2	3	1	0.75	1	18
34	2	1	0	0.06	1	18
35	2	3	1	0.83	0	18
36	1	3	1	0.66	0	18
37	3	3	1	0.84	1	18
38	1	3	1	0.93	0	18
40	3	2	1	0.41	1	18
41	1	2	1	0.59	0	18
42	1	3	1	0.85	0	18
